super_category,category,category_icon,activity_en_new,activity_new_icon,index,tags
Discover,Visitors Centers,question,Visitors Centers,question,387,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,1458,"visitors centers, boat tours"
Get active,Water Sports,sailboat,Boat Tours,sailboat,1458,"visitors centers, boat tours"
Discover,Visitors Centers,question,Visitors Centers,question,353,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,504,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,397,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,386,"visitors centers, biking"
Get active,Biking,bicycle,Biking,bicycle,386,"visitors centers, biking"
Discover,Visitors Centers,question,Visitors Centers,question,366,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,359,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,355,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,379,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,389,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,1981,"visitors centers, biking, nature parks"
Get active,Biking,bicycle,Biking,bicycle,1981,"visitors centers, biking, nature parks"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,1981,"visitors centers, biking, nature parks"
Discover,Visitors Centers,question,Visitors Centers,question,363,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3104,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,396,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,342,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,394,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,2910,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3101,"visitors centers, theme parks"
With kids,Theme Parks,puzzle-piece,Theme Parks,puzzle-piece,3101,"visitors centers, theme parks"
Discover,Visitors Centers,question,Visitors Centers,question,384,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3102,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,341,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,2812,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,349,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,395,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,513,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,2536,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,388,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,331,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,391,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,1947,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3105,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,350,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3110,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,338,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,399,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,383,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,365,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,3111,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,398,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,375,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,378,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,354,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,336,visitors centers
Discover,Visitors Centers,question,Visitors Centers,question,344,visitors centers
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,8,air & helicopter tours
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,216,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Skydiving,parachute-box,216,"air & helicopter tours, skydiving"
Others,Others,,Other activities,,216,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,3126,air & helicopter tours
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,12,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Skydiving,parachute-box,12,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,607,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Skydiving,parachute-box,607,"air & helicopter tours, skydiving"
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,1425,air & helicopter tours
Others,Others,,Other activities,,1425,air & helicopter tours
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,2317,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving"
Get active,Adrenaline,parachute-box,Bungee jumping,heart-crack,2317,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving"
Get active,Adrenaline,parachute-box,Parasailing & Paragliding,parachute-box,2317,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving"
Get active,Adrenaline,parachute-box,Skydiving,parachute-box,2317,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving"
Others,Others,,Other activities,,2317,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving"
Get active,Adrenaline,parachute-box,Air & Helicopter Tours,helicopter,1366,"air & helicopter tours, river rafting, sledding, snowshoeing, theme parks"
Get active,Water Sports,sailboat,River Rafting,sailboat,1366,"air & helicopter tours, river rafting, sledding, snowshoeing, theme parks"
